round,phase,lr,gate,aux_scale,a_ratio,a_mean_weight,a_effective_mass_per_u,a_wrong_mass_per_u,b_ratio,b_mean_weight,b_effective_mass_per_u,b_wrong_mass_per_u,c_ratio,b_score_only_candidates,b_score_only_accuracy,b_score_only_admitted,L_sup_effective,L_A_effective,L_B_effective,L_proto_effective,loss_reconstructed,L_prox_effective,loss_observed,u_visits,local_steps,trust_authority_mean,trust_valid_fraction,trust_refreshes,trusted_weight_gate
16,1,0.1489497027802879,0.0,0.0,0.4493626644736842,1.0,0.4493626644736842,0.1822522615131579,0.0,0.0,0.0,0.0,0.5506373355263158,0,0.0,0,0.14320190574875788,0.22596491058602144,0.0,0.0,0.3691668163347793,0.0,0.3691668160651859,194560,760,0.0,0.0,0,0.0
17,1,0.1488146705976931,0.0,0.0,0.4582082648026316,1.0,0.4582082648026316,0.20933388157894736,0.0,0.0,0.0,0.0,0.5417917351973685,0,0.0,0,0.1494623319196858,0.22577159540041497,0.0,0.0,0.37523392732010075,0.0,0.37523392780046716,194560,760,0.0,0.0,0,0.0
18,1,0.1486715438046516,0.0,0.0,0.4541221217105263,1.0,0.4541221217105263,0.16237150493421051,0.0,0.0,0.0,0.0,0.5458778782894737,0,0.0,0,0.1751150564027117,0.2182757145186004,0.0,0.0,0.3933907709213121,0.0,0.39339077141331996,194560,760,0.0,0.0,0,0.0
19,1,0.14852033809662915,0.0,0.0,0.44879728618421055,1.0,0.44879728618421055,0.20782277960526316,0.0,0.0,0.0,0.0,0.5512027138157894,0,0.0,0,0.12980293404237417,0.22207645308226348,0.0,0.0,0.3518793871246376,0.0,0.3518793865450119,194560,760,0.0,0.0,0,0.0
20,1,0.14836107005503543,0.0,0.0,0.48155838815789476,1.0,0.48155838815789476,0.2056897615131579,0.0,0.0,0.0,0.0,0.5184416118421052,0,0.0,0,0.122704286291264,0.22581551918073706,0.0,0.0,0.34851980547200107,0.0,0.3485198060540777,194560,760,0.0,0.0,0,0.0
21,1,0.14819375714540606,0.0,0.0,0.5043225740131579,1.0,0.5043225740131579,0.19431537828947368,0.0,0.0,0.0,0.0,0.4956774259868421,0,0.0,0,0.11412102822091823,0.22321168553868406,0.0,0.0,0.3373327137596023,0.0,0.33733271321183755,194560,760,0.0,0.0,0,0.0
22,1,0.14801841771548702,0.0,0.0,0.5011204769736842,1.0,0.5011204769736842,0.1669973273026316,0.0,0.0,0.0,0.0,0.4988795230263158,0,0.0,0,0.10154003708402773,0.22587922047823666,0.0,0.0,0.3274192575622644,0.0,0.32741925759535084,194560,760,0.0,0.0,0,0.0
23,1,0.1478350709932227,0.0,0.0,0.4723889802631579,1.0,0.4723889802631579,0.19767166940789474,0.0,0.0,0.0,0.0,0.5276110197368421,0,0.0,0,0.11776052847333056,0.23182056232502585,0.0,0.0,0.3495810907983564,0.0,0.3495810907922293,194560,760,0.0,0.0,0,0.0
24,1,0.14764373708464731,0.0,0.0,0.5345343338815789,1.0,0.5345343338815789,0.20624486019736843,0.0,0.0,0.0,0.0,0.46546566611842105,0,0.0,0,0.0790472082665043,0.22576501074394112,0.0,0.0,0.3048122190104454,0.0,0.3048122187586207,194560,760,0.0,0.0,0,0.0
25,1,0.1474444369716801,0.0,0.0,0.5336040296052632,1.0,0.5336040296052632,0.13865131578947368,0.0,0.0,0.0,0.0,0.46639597039473685,0,0.0,0,0.10206503458811264,0.23161650161798064,0.0,0.0,0.3336815362060933,0.0,0.33368153693644625,194560,760,0.0,0.0,0,0.0
26,1,0.14723719250982437,0.0,0.0,0.535387541118421,1.0,0.535387541118421,0.18333675986842105,0.0,0.0,0.0,0.0,0.4646124588815789,0,0.0,0,0.07033674075317226,0.233387413179796,0.0,0.0,0.30372415393296825,0.0,0.3037241543790227,194560,760,0.0,0.0,0,0.0
27,1,0.14702202642577075,0.0,0.0,0.5413805509868421,1.0,0.5413805509868421,0.22081620065789473,0.0,0.0,0.0,0.0,0.4586194490131579,0,0.0,0,0.06897052747050399,0.23061050459938615,0.0,0.0,0.2995810320698901,0.0,0.2995810322855648,194560,760,0.0,0.0,0,0.0
28,1,0.14679896231490497,0.0,0.0,0.5532329358552631,1.0,0.5532329358552631,0.23042763157894736,0.0,0.0,0.0,0.0,0.4467670641447368,0,0.0,0,0.07134339876448441,0.23239991432546,0.0,0.0,0.3037433130899444,0.0,0.30374331264511534,194560,760,0.0,0.0,0,0.0
29,1,0.14656802463872076,0.0,0.0,0.5315224095394737,1.0,0.5315224095394737,0.16749588815789473,0.0,0.0,0.0,0.0,0.46847759046052634,0,0.0,0,0.08673749261897204,0.23187901539433944,0.0,0.0,0.3186165080133115,0.0,0.3186165079474449,194560,760,0.0,0.0,0,0.0
30,1,0.14632923872213652,0.0,0.0,0.5287571957236842,1.0,0.5287571957236842,0.22862356085526317,0.0,0.0,0.0,0.0,0.47124280427631576,0,0.0,0,0.08769048632637254,0.23584052928184207,0.0,0.0,0.3235310156082146,0.0,0.3235310158643283,194560,760,0.0,0.0,0,0.0
31,1,0.14608263075071895,0.0,0.0,0.5490131578947368,0.9998056111470035,0.5489064358566936,0.1837712925527931,0.0,0.0,0.0,0.0,0.45098684210526313,0,0.0,0,0.09091575614905818,0.22769156684608835,0.0,0.0,0.31936421163977025,0.0007568886446237182,0.31936421174752083,194560,760,0.00131515133099655,0.9770918996710526,40,0.0027390523158633555
32,1,0.14582822776781112,0.0,0.0,0.5034076891447369,0.9991187895860751,0.5029640810466126,0.21827640706477197,0.0,0.0,0.0,0.0,0.4965923108552632,0,0.0,0,0.09785094526351283,0.22631208951535978,0.0,0.0,0.3274010381583199,0.003238003379447276,0.3274010384161221,194560,760,0.0050756340576825956,0.9756064967105263,40,0.010926199633097156
33,1,0.14556605767156694,0.0,0.0,0.5302477384868421,0.998040609674505,0.5292087761979354,0.19577362341806293,0.0,0.0,0.0,0.0,0.4697522615131579,0,0.0,0,0.06884204516567191,0.2222141181657973,0.0,0.0,0.2960457829302527,0.004989619598783472,0.29604578289742534,194560,760,0.011480157669192474,0.9592053865131579,40,0.024471741852423234
34,1,0.14529614921189185,0.0,0.0,0.5476356907894737,0.9969271371890623,0.5459528814413046,0.21412700528131895,0.0,0.0,0.0,0.0,0.45236430921052634,0,0.0,0,0.07359764216970162,0.224881886318326,0.0,0.0,0.3085747209354897,0.010095192447462115,0.30857472082501963,194560,760,0.02043215556339802,0.9544716282894737,40,0.04322727117869957
35,1,0.14501853198729012,0.0,0.0,0.5730520148026316,0.9944434543043127,0.569867825096375,0.22897726341248734,0.0,0.0,0.0,0.0,0.42694798519736843,0,0.0,0,0.05487803132242621,0.22918676961409418,0.0,0.0,0.2963789340058994,0.012314133069378985,0.29637893399125653,194560,760,0.032470962682150696,0.9664319490131579,40,0.06698729810778065
36,1,0.14473323644161884,0.0,0.0,0.5647615131578947,0.9938626931978218,0.5612953984815824,0.20264914374749518,0.0,0.0,0.0,0.0,0.43523848684210525,0,0.0,0,0.05709723316065624,0.23105062528660422,0.0,0.0,0.3068516740967497,0.01870381564948921,0.30685167406734665,194560,760,0.04563334118574858,0.96484375,40,0.09549150281252627
37,1,0.14444029386074964,0.0,0.0,0.539391447368421,0.990856814482605,0.5344596912986354,0.20858378027271676,0.0,0.0,0.0,0.0,0.46060855263157896,0,0.0,0,0.055682942451676355,0.22561159420170282,0.0,0.0,0.303660548086411,0.022366011433031848,0.3036605479293748,194560,760,0.05984361741544777,0.9530684621710527,40,0.12842758726130288
38,1,0.14413973636913752,0.0,0.0,0.5926500822368421,0.9880331803420211,0.5855579455824275,0.14268038672958747,0.0,0.0,0.0,0.0,0.4073499177631579,0,0.0,0,0.047418622749453215,0.23105499221894302,0.0,0.0,0.3058283656569768,0.027354750688580586,0.30582836609529823,194560,760,0.0803921313809329,0.9751130756578947,40,0.16543469682057088
39,1,0.14383159692629857,0.0,0.0,0.5978824013157895,0.9838378008751334,0.5882193068924703,0.15512168966601358,0.0,0.0,0.0,0.0,0.40211759868421054,0,0.0,0,0.04588778309315737,0.22509494094472182,0.0,0.0,0.30323559154382423,0.03225286750594502,0.3032355916539305,194560,760,0.0991595480002855,0.9594212582236842,40,0.2061073738537634
40,1,0.14351590932319505,0.0,0.0,0.6185084292763158,0.9847598918178496,0.6090822939025728,0.16679393647385662,0.0,0.0,0.0,0.0,0.3814915707236842,0,0.0,0,0.047093853879701594,0.22046379048965478,0.0,0.0,0.30747310865577004,0.039915464286413654,0.30747310852533893,194560,760,0.11839581136346648,0.9390162417763158,40,0.24999999999999997
41,1,0.14319270817853014,0.0,0.0,0.6271330180921053,0.9773149320044898,0.6129064629344564,0.16418172287950783,0.0,0.0,0.0,0.0,0.37286698190789475,0,0.0,0,0.047686779000306205,0.22445366176727571,0.0,0.0,0.32461330051029635,0.05247285974271443,0.3246133009069844,194560,760,0.1435880623953907,0.9593801398026316,40,0.2966316784620998
42,1,0.14286202893495145,0.0,0.0,0.5751387746710527,0.9730439668179032,0.5596353147767092,0.19521831093650116,0.0,0.0,0.0,0.0,0.4248612253289474,0,0.0,0,0.052349151939913435,0.22373337288828274,0.0,0.0,0.3364289544623381,0.060346429634141954,0.3364289546091306,194560,760,0.1655274151187194,0.9596885279605263,40,0.3454915028125263
43,1,0.14252390785516453,0.0,0.0,0.5741313733552632,0.968627011930821,0.5561191566288471,0.181905224199995,0.0,0.0,0.0,0.0,0.42586862664473685,0,0.0,0,0.04510147474142478,0.22149273564941005,0.0,0.0,0.32544297933616595,0.05884876894533112,0.3254429796024373,194560,760,0.18672905537839,0.9440583881578948,40,0.39604415459112036
44,1,0.14217838201795596,0.0,0.0,0.5713353207236842,0.9668570916842434,0.5523996065713858,0.183928331715594,0.0,0.0,0.0,0.0,0.4286646792763158,0,0.0,0,0.045500515246959895,0.21603256510080476,0.0,0.0,0.3257638147373272,0.06423073438956252,0.32576381489634515,194560,760,0.20386817399412394,0.9179379111842105,40,0.4477357683661733
45,1,0.14182548931412758,0.0,0.0,0.5920076069078948,0.9544670438225396,0.5650517504858343,0.23735599521253453,0.0,0.0,0.0,0.0,0.4079923930921053,0,0.0,0,0.04712541069939585,0.22495859788828773,0.0,0.0,0.3493463992503166,0.077262390662633,0.34934640042483805,194560,760,0.23363256017236333,0.9414730674342106,40,0.49999999999999994
46,1,0.14146526844234109,0.0,0.0,0.6206517269736842,0.9570647947205035,0.5940039176689951,0.16728626940472935,0.0,0.0,0.0,0.0,0.3793482730263158,0,0.0,0,0.03509665710244965,0.2154996456382306,0.0,0.0,0.31642900052106837,0.06583269778038811,0.3164290001517848,194560,760,0.26200711787923386,0.9327097039473684,40,0.5522642316338265
47,1,0.14109775890487442,0.0,0.0,0.6021021792763158,0.9553320986833099,0.5752075385498373,0.14811995123807145,0.0,0.0,0.0,0.0,0.39789782072368424,0,0.0,0,0.04032440869303077,0.22088740042557842,0.0,0.0,0.34103592509552405,0.07982411597691488,0.34103592596948146,194560,760,0.28509114555230264,0.9489360608552632,40,0.6039558454088796
48,1,0.14072300100328974,0.0,0.0,0.6342413651315789,0.9591824056364175,0.6083531583610334,0.17299396693461427,0.0,0.0,0.0,0.0,0.36575863486842103,0,0.0,0,0.036306898195854094,0.21360093267928612,0.0,0.0,0.32801788600132376,0.07811005512618355,0.3280178860810242,194560,760,0.3119357565908056,0.9395970394736842,40,0.6545084971874738
49,1,0.14034103583401422,0.0,0.0,0.6235454358552631,0.9450820317490799,0.5893015874059577,0.16055585239082576,0.0,0.0,0.0,0.0,0.3764545641447368,0,0.0,0,0.03954954564488664,0.2052987404069618,0.0,0.0,0.32735143222537433,0.0825031461735259,0.32735143215640594,194560,760,0.33334805547798935,0.9298622532894737,40,0.7033683215379
50,1,0.13995190528383286,0.0,0.0,0.5964381167763158,0.939935878960993,0.5606135855379858,0.1867980881471579,0.0,0.0,0.0,0.0,0.4035618832236842,0,0.0,0,0.040454059957042585,0.21231876123500498,0.0,0.0,0.34460677348824426,0.09183395229619667,0.3446067730062886,194560,760,0.3453493755114706,0.9141190378289473,40,0.7499999999999999
51,1,0.13955565202529577,0.0,0.0,0.6190686677631579,0.9422675277284044,0.5833283030673078,0.12169189543806408,0.0,0.0,0.0,0.0,0.3809313322368421,0,0.0,0,0.039843325228062706,0.21013753164167467,0.0,0.0,0.3441057996361786,0.09412494276644123,0.34410579951578063,194560,760,0.38148233757207267,0.9598170230263158,40,0.7938926261462365
52,1,0.13915231951203802,0.0,0.0,0.6036955180921053,0.9298204849812828,0.561328459413428,0.1466543498424519,0.0,0.0,0.0,0.0,0.39630448190789475,0,0.0,0,0.03186553214419339,0.210955784744338,0.0,0.0,0.32635261575089414,0.08353129886236274,0.3263526157917161,194560,760,0.39150485457166245,0.9379523026315789,40,0.8345653031794289
53,1,0.1387419519740148,0.0,0.0,0.6199732730263158,0.9271545358923394,0.5748110322183684,0.18118012806057537,0.0,0.0,0.0,0.0,0.3800267269736842,0,0.0,0,0.03742515852454265,0.20168690786353852,0.0,0.0,0.3359022415030746,0.09679017511499344,0.3359022417742955,194560,760,0.4058414926262278,0.9205849095394737,40,0.8715724127386972
54,1,0.13832459441265113,0.0,0.0,0.6084138569078947,0.9305736219519516,0.566173886468536,0.19297657027154377,0.0,0.0,0.0,0.0,0.39158614309210527,0,0.0,0,0.03756683902496374,0.21071165908912295,0.0,0.0,0.35157375862275475,0.10329526050866805,0.3515737583762721,194560,760,0.4244465360515996,0.9247327302631579,40,0.9045084971874735
55,1,0.1379002925959068,0.0,0.0,0.6445261101973684,0.9289687556577219,0.598744618578961,0.15011004144816023,0.0,0.0,0.0,0.0,0.35547388980263156,0,0.0,0,0.03269415483457698,0.205850316701751,0.0,0.0,0.33543538896847164,0.09689091743214369,0.3354353885705534,194560,760,0.4444951642108591,0.9245014391447368,40,0.9330127018922194
56,1,0.13746909305325744,0.0,0.0,0.6319747121710526,0.9240291339846934,0.5839630459876437,0.15560771155563233,0.0,0.0,0.0,0.0,0.3680252878289474,0,0.0,0,0.03383988615701367,0.20111684710963776,0.0,0.0,0.33395817696519337,0.09900144369854197,0.3339581765822674,194560,760,0.45273304618895055,0.9412623355263158,40,0.9567727288213005
57,1,0.13703104307059216,0.0,0.0,0.6197522615131579,0.9268414127046555,0.5744120615877604,0.1433783239525694,0.0,0.0,0.0,0.0,0.3802477384868421,0,0.0,0,0.03180470827378725,0.20389087192322078,0.0,0.0,0.32934276171840077,0.09364718152139272,0.32934276228280446,194560,760,0.45909453569666336,0.937268708881579,40,0.9755282581475767
58,1,0.13658619068502784,0.0,0.0,0.6037983141447368,0.9253246425410285,0.5587094592028543,0.16221325237205939,0.0,0.0,0.0,0.0,0.39620168585526316,0,0.0,0,0.032761580214259754,0.210822715443608,0.0,0.0,0.3388086844170941,0.09522438875922633,0.33880868471766773,194560,760,0.4484800899891477,0.9053556743421053,40,0.989073800366903
59,1,0.13613458467964154,0.0,0.0,0.6283717105263158,0.9238447847829379,0.5805179276748708,0.16458081315443115,0.0,0.0,0.0,0.0,0.3716282894736842,0,0.0,0,0.03354031646985708,0.20699016240082288,0.0,0.0,0.3468496787011406,0.10631919983046062,0.3468496788489191,194560,760,0.4684576985083128,0.9285104851973685,40,0.9972609476841364
60,1,0.13567627457812104,0.0,0.0,0.6169202302631579,0.9174065658076592,0.565966669822994,0.17607488615536376,0.0,0.0,0.0,0.0,0.3830797697368421,0,0.0,0,0.035860304756237096,0.20122185501417048,0.0,0.0,0.34601240153627405,0.10893024176586646,0.3460124019925532,194560,760,0.45470216580127415,0.8939658717105263,40,1.0
61,1,0.13521131063933362,0.0,0.0,0.6439453125,0.9177798347649133,0.5910000225038905,0.13357511921908313,0.0,0.0,0.0,0.0,0.3560546875,0,0.0,0,0.03268785875207916,0.20133116973662063,0.0,0.0,0.3379553964913372,0.10393636800263745,0.3379553964263515,194560,760,0.4760668599291852,0.9327405427631579,40,1.0
62,1,0.13473974385181473,0.0,0.0,0.6428042763157895,0.9198750751090051,0.5912996319563766,0.1295114106020743,0.0,0.0,0.0,0.0,0.35719572368421054,0,0.0,0,0.029712751965914656,0.20022078936821536,0.0,0.0,0.3278274093250251,0.09789386799089507,0.3278274099685644,194560,760,0.4723182492938481,0.9356548108552631,40,1.0
63,1,0.13426162592817675,0.0,0.0,0.641930509868421,0.928297091013746,0.595902224943826,0.18001706891227515,0.0,0.0,0.0,0.0,0.35806949013157896,0,0.0,0,0.03174001836205686,0.20222827497085458,0.0,0.0,0.3375959543782014,0.10362766104528993,0.3375959544589645,194560,760,0.46051363399938533,0.8954872532894737,40,1.0
64,1,0.13377700929943795,0.0,0.037037037037037035,0.621875,0.9212375981124801,0.5728946313261986,0.14943494638673177,0.2810032894736842,0.023793726729952454,0.006686115479954568,0.003510514073269932,0.09712171052631578,0,0.0,0,0.0268276609166366,0.2006913736462593,0.0055278985579561655,0.005906077880724597,0.3289858302182907,0.09003281921671404,0.32898583012191873,194560,760,0.4506636580158221,0.8943821957236842,40,1.0
65,1,0.1332859471092728,0.0,0.07407407407407407,0.6490337171052631,0.9274821191560728,0.6019671673445325,0.12419120677207646,0.2619603207236842,0.047008459347741324,0.012314351087460589,0.006344567238978159,0.08900596217105264,0,0.0,0,0.026218604050901425,0.198109890206864,0.01021335276631642,0.011493678081337706,0.3349588942634896,0.08892336915807009,0.3349588936488879,194560,760,0.45861513524463304,0.9063990542763158,40,1.0
66,1,0.1327884932081842,0.0,0.1111111111111111,0.6291478207236842,0.9243139126900973,0.5815300838335564,0.14351021228480693,0.2760793585526316,0.07062639516157258,0.01949848987309164,0.010487604201893862,0.09477282072368422,0,0.0,0,0.034060598754838696,0.20029353966054164,0.01607447839804996,0.01762440273636266,0.3771211019284923,0.10906808237869929,0.37712110277069244,194560,760,0.46542335840824406,0.9374331825657894,40,1.0
67,1,0.13228470214759813,0.0,0.14814814814814814,0.6541940789473685,0.9259061589172095,0.6057223268245396,0.13717779286058718,0.2588456003289474,0.09423445670798476,0.024392174518250518,0.012814818495137029,0.08696032072368422,0,0.0,0,0.026276699406107103,0.20001663380351506,0.01957643633857224,0.022871690361123336,0.35760385328042454,0.08886239337110677,0.3576038531959057,194560,760,0.46721101193443726,0.9324938322368421,40,1.0
68,1,0.13177462917388172,0.0,0.18518518518518517,0.625159333881579,0.9143236190402357,0.5715979446313884,0.175834819510285,0.2816920230263158,0.1175120805591683,0.033102215702743513,0.018698005267345396,0.09314864309210526,0,0.0,0,0.027852803667988875,0.19255332423276023,0.026019943405131557,0.027962513227327988,0.36863993184549265,0.09425134731228402,0.3686399310631187,194560,760,0.4616961487421864,0.9099455180921052,40,1.0
69,1,0.13125833022228447,0.0,0.2222222222222222,0.6119603207236842,0.9198832005960982,0.5629320184651174,0.16650692880594808,0.28780324835526316,0.1397003253322274,0.040206207426902105,0.021831893656206757,0.10023643092105264,0,0.0,0,0.030818441480637136,0.19621957416989302,0.032275832461857654,0.03416137231720818,0.3966952947732374,0.10322007434364136,0.39669529685848637,194560,760,0.46395036225256164,0.9060084292763158,40,1.0
70,1,0.13073586191080455,0.0,0.25925925925925924,0.6592362253289473,0.9289799139125867,0.6124172118541441,0.11885609651768678,0.2552271792763158,0.16341853192678538,0.04170885094514999,0.020897068264649103,0.08553659539473685,0,0.0,0,0.02630469567344622,0.19708496283151603,0.03270396360606463,0.039737948619599,0.38978401961390896,0.09395244888328307,0.38978401853850014,194560,760,0.48139162075362707,0.9390625,40,1.0
71,1,0.13020728153398006,0.0,0.2962962962962963,0.6545487253289474,0.9140779368995301,0.5983085484489015,0.1282127211256394,0.2569798519736842,0.1834773809949209,0.047149990208594034,0.024733102076539868,0.08847142269736842,0,0.0,0,0.02557996650820745,0.19432836730817432,0.03707641645046005,0.04491391586281402,0.3920912444822438,0.09019257835258797,0.3920912443415115,194560,760,0.48327467857222806,0.9434364720394737,40,1.0
72,1,0.12967264705660586,0.0,0.33333333333333326,0.630211759868421,0.9118195407020019,0.574639397428224,0.13614908392345043,0.27554481907894735,0.20633576998313047,0.05685475240951698,0.03000824508183685,0.09424342105263157,0,0.0,0,0.025559895691664055,0.19396638140866632,0.043502981661769906,0.04867652571515034,0.4021121269511748,0.09040634247392422,0.40211213001687274,194560,760,0.4701473021389622,0.9233809621710526,40,1.0
73,1,0.12913201710737718,0.0,0.37037037037037035,0.6259971217105263,0.9187957212674664,0.575163476953381,0.1836397903211611,0.2785978618421053,0.2350652337505337,0.06548867151631337,0.036236965702846645,0.09540501644736842,0,0.0,0,0.02545250046831298,0.19125039064766544,0.04914919249931273,0.05515892441161194,0.41214574475627835,0.09113473672937528,0.4121457428524369,194560,760,0.4613647900521755,0.8992650082236842,40,1.0
74,1,0.12858545097246024,0.0,0.4074074074074074,0.6287777549342105,0.9143488665656484,0.5749222275457884,0.15828783744946123,0.27633120888157897,0.2553156086472713,0.07055167078383659,0.03838777085276027,0.09489103618421052,0,0.0,0,0.026036460241180306,0.19416503802334006,0.053217936151608324,0.0596511794885232,0.4241741497091451,0.09110353580449315,0.42417414725611086,194560,760,0.4593890776367564,0.8955180921052631,40,1.0
75,1,0.12803300858899105,0.0,0.4444444444444444,0.6659745065789474,0.9254615164729012,0.6163337767908448,0.15249630533109762,0.2520713404605263,0.2779553254150468,0.07006457146551263,0.03629235316153714,0.08195415296052631,0,0.0,0,0.02316905560269094,0.18777066779960144,0.05186098275586354,0.0655173078963631,0.4149145737551211,0.08659655970060205,0.41491457568971735,194560,760,0.4701613013289477,0.9101613898026316,40,1.0
76,1,0.1274747505385024,0.0,0.48148148148148157,0.6414268092105263,0.908955745855361,0.5830285837775783,0.17312389891594648,0.26888877467105265,0.2965927553053831,0.07975046255037581,0.04203495703588583,0.08968441611842105,0,0.0,0,0.021762325629242695,0.18787581815727447,0.05877113414285649,0.0690629323660514,0.42178753893279897,0.0843153286373739,0.42178753869313945,194560,760,0.4615146543634565,0.8924599095394737,40,1.0
77,1,0.1269107380402805,0.0,0.5185185185185185,0.6591591282894737,0.9271178039038689,0.6111181634429254,0.1279318025213127,0.2530787417763158,0.3260882701132749,0.08252600910828302,0.04134113828002132,0.08776212993421052,0,0.0,0,0.026123222581870657,0.18189929895299045,0.06006831180224409,0.0740761939254653,0.43486242761809674,0.0926954003555262,0.4348624238450276,194560,760,0.48024070611909814,0.9268143503289473,40,1.0
78,1,0.12634103294465165,0.0,0.5555555555555556,0.6755550986842105,0.9122991974309748,0.6163083743500082,0.12262872032527077,0.24293791118421051,0.3368873851326424,0.0818427176484348,0.04087531591250904,0.08150699013157894,0,0.0,0,0.020532404317208076,0.17639010879946382,0.05930809726481114,0.07800544775717441,0.4129254681216533,0.0786894099829959,0.41292547077724806,194560,760,0.47934111364577947,0.9230160361842106,40,1.0
