round,phase,lr,gate,aux_scale,a_ratio,a_mean_weight,a_effective_mass_per_u,a_wrong_mass_per_u,b_ratio,b_mean_weight,b_effective_mass_per_u,b_wrong_mass_per_u,c_ratio,b_score_only_candidates,b_score_only_accuracy,b_score_only_admitted,L_sup_effective,L_A_effective,L_B_effective,L_proto_effective,loss_reconstructed,L_feature_effective,teacher_b_visits,teacher_b_precision,bc_feature_std,tail_gate,tail_b_old_mass,tail_b_new_mass,tail_b_old_wrong,tail_b_new_wrong,tail_a_guard_visits,tail_a_guard_correct,tail_a_removed_correct,tail_a_removed_wrong,tail_b_true_prob,tail_b_true_nll,tail_score_0_visits,tail_score_0_correct,tail_score_1_visits,tail_score_1_correct,tail_score_2_visits,tail_score_2_correct,loss_observed,u_visits,local_steps,trust_authority_mean,trust_valid_fraction,trust_refreshes,trusted_weight_gate
226,3,0.021414549027539767,1.0,1.0,0.7303402549342105,0.9031653325140504,0.6596179991960526,0.04893270395879977,0.18934004934210527,0.5369529788583036,0.10166670351142162,0.03611724449101051,0.0803196957236842,0,0.0,0,0.003906851422518804,0.1424961448254946,0.07522264376993439,0.021450725344842984,0.25047659983007947,0.007400234467288675,36838,0.6376024757044356,0.03648110689889444,0.002012853002380466,0.0,0.0,0.0,0.0,2661.0,243.0,0.07506231963634491,0.603769838809967,21647.213856220245,46489.41501045227,0.0,0.0,0.0,0.0,0.0,0.0,0.2504766004944318,194560,760,0.4426678605377674,0.8344983552631579,40,1.0
227,3,0.020867982892622833,1.0,1.0,0.6967310855263158,0.8958850122060227,0.6241909370610589,0.06381739285578461,0.21240234375,0.5462654768245118,0.1160280675872376,0.04291192476735695,0.09086657072368422,0,0.0,0,0.005144319019248207,0.15031665606718314,0.08687513574565711,0.02201634234503696,0.27217821787741786,0.007825764700292462,41325,0.6567211131276467,0.036217222259821075,0.008035205700685166,0.0,0.0,0.0,0.0,4296.0,209.0,0.26315633952617645,4.0783680602908134,25034.274221420288,47781.08668136597,0.0,0.0,0.0,0.0,0.0,0.0,0.27217821733731973,194560,760,0.42632088202394935,0.8145096628289473,40,1.0
228,3,0.02032735294339415,1.0,1.0,0.7013723273026315,0.9170951158087197,0.6432251357326382,0.057794554969050775,0.21052631578947367,0.5736164899775759,0.1207613663110686,0.03978397437481602,0.08810135690789474,0,0.0,0,0.00433266363420683,0.15307753384113312,0.08781886274779313,0.02011950578148428,0.2729655863164379,0.007617020311820517,40960,0.6443603515625,0.03627732503963144,0.01801856965207338,0.0,0.0,0.0,0.0,3241.0,486.0,1.5248437374830246,6.562592662870884,24316.798833847046,50042.25246810913,0.0,0.0,0.0,0.0,0.0,0.0,0.2729655869501202,194560,760,0.3866700087134775,0.7285002055921053,40,1.0
229,3,0.01979271846601995,1.0,1.0,0.7113332648026316,0.9184655858389243,0.6533351237836637,0.05248644147834152,0.20260074013157894,0.5710463467855916,0.11569441250819516,0.039862028535725055,0.08606599506578948,0,0.0,0,0.005307862943338573,0.14778027185483983,0.0868280134617204,0.020036058022003426,0.26782054148540885,0.007868335203506592,39418,0.6152772844893196,0.03611614760011435,0.0318825646801314,0.0,0.0,0.0,0.0,2617.0,593.0,3.40154068171978,9.121528401970863,22329.6296646595,53645.43941402435,0.0,0.0,0.0,0.0,0.0,0.0,0.267820541315565,194560,760,0.39988116257284817,0.7491879111842106,40,1.0
230,3,0.019264138089195422,1.0,1.0,0.7102282072368421,0.9033565609304413,0.6415893107652664,0.05581838902772257,0.2011256167763158,0.5466890706014573,0.10995317650958895,0.03941956107002242,0.0886461759868421,0,0.0,0,0.004775590198091538,0.14661075606157906,0.08916616753527992,0.0218173211538478,0.2703372472306288,0.007967412281830451,39131,0.6086223198998236,0.03619455386345324,0.04951556604879043,0.0,0.0,0.0,0.0,4394.0,398.0,3.2345900386571884,26.304979659616947,22001.7179479599,54337.85425376892,0.0,0.0,0.0,0.0,0.0,0.0,0.27033724733873415,194560,760,0.4310292185137146,0.8156455592105263,40,1.0
231,3,0.01874166977771553,1.0,1.0,0.7343904194078947,0.9108394091698455,0.668911735713482,0.0494231623039875,0.18648231907894736,0.547395480861278,0.10207957872434666,0.034460568739297356,0.0791272615131579,0,0.0,0,0.0040445711639844565,0.14166977795233068,0.07558092778720157,0.02169154031692367,0.24988846142993823,0.006901644209497853,36282,0.6250206714073094,0.03636815745971705,0.07077560319906695,0.0,0.0,0.0,0.0,2399.0,123.0,1.3606052249670029,21.07856272161007,20503.632398605347,46136.46300506592,0.0,0.0,0.0,0.0,0.0,0.0,0.24988846101454998,194560,760,0.42060584702381965,0.7995168585526315,40,1.0
232,3,0.018225370826118276,1.0,1.0,0.7211040296052632,0.911309294330907,0.6571488043587459,0.04763286131752753,0.1964586759868421,0.5540609125957145,0.10885007330461552,0.03723091569447302,0.08243729440789474,0,0.0,0,0.003749861051351457,0.1421742827974652,0.0791141173140587,0.02147501310039508,0.2532577671143946,0.006744492851124194,38223,0.6304842634016168,0.03638409301638603,0.09549150281252627,0.0,0.0,0.0,0.0,2099.0,173.0,2.3760976642370224,22.729924090206623,21887.247371673584,48176.25558567047,0.0,0.0,0.0,0.0,0.0,0.0,0.25325776765024977,194560,760,0.41651595293691285,0.7811986019736842,40,1.0
233,3,0.017715297852401824,1.0,1.0,0.7237150493421053,0.9014933227844225,0.6524242845805068,0.052303252579325714,0.19399671052631579,0.5401904425564434,0.10479516891370479,0.03707979348745491,0.08228824013157894,0,0.0,0,0.004056793452668659,0.14052271154758178,0.07787475928688715,0.02192780161570562,0.2512109939738194,0.0068289280709761535,37744,0.6366309877066554,0.036595512701100424,0.12346426699819452,0.0,0.0,0.0,0.0,2401.0,223.0,4.304459825158119,32.060091108083725,21929.880021095276,47236.62166976929,0.0,0.0,0.0,0.0,0.0,0.0,0.2512109935479729,194560,760,0.4336444201045915,0.8251696134868421,40,1.0
234,3,0.017211506791815812,1.0,1.0,0.7174136513157895,0.9195610820367422,0.6597056734718775,0.04642329168426314,0.19582648026315788,0.5703996649063792,0.11169935872190093,0.03790134265375519,0.08675986842105263,0,0.0,0,0.0038208519124294216,0.14498542873188852,0.0803586028736869,0.019836898650974037,0.2565052011181175,0.007503418949138569,38100,0.6394488188976378,0.03638832659803723,0.15446867550656762,0.0,0.0,0.0,0.0,1294.0,123.0,2.9889921098947525,21.062535531818867,22274.84090232849,46486.337814331055,0.0,0.0,0.0,0.0,0.0,0.0,0.25650520051192294,194560,760,0.37975016375513454,0.7168379934210526,40,1.0
235,3,0.01671405289072718,1.0,1.0,0.7334344161184211,0.9145331134035727,0.6707500600501111,0.05329824031551222,0.19000822368421053,0.568975583025192,0.10811003985030479,0.035151043947246906,0.07655736019736842,0,0.0,0,0.003942123598053035,0.14103411955170725,0.07639205316571814,0.02114050006788028,0.24875977895992327,0.006250982576564542,36968,0.6788844405972733,0.036667054715125186,0.1882550990706332,0.0,0.0,0.0,0.0,2657.0,236.0,6.707039535045624,55.66961553692818,22979.339240550995,39845.602657318115,0.0,0.0,0.0,0.0,0.0,0.0,0.24875977859881362,194560,760,0.40449060403594844,0.7595703125,40,1.0
236,3,0.01622299070056202,1.0,1.0,0.7125513980263158,0.909784295526357,0.6482680716796925,0.054920659556764326,0.20181949013157896,0.5630424570479894,0.11363294160385665,0.038333584790387634,0.08562911184210527,0,0.0,0,0.003793251127315575,0.14838449133952197,0.07990630983718132,0.020905815257053626,0.2607992902148659,0.0078094226537934065,39266,0.6635766311821932,0.03659377629917703,0.22455150927394874,0.0,0.0,0.0,0.0,1883.0,172.0,5.6492819637060165,43.52015274018049,24009.169509887695,45841.08853816986,0.0,0.0,0.0,0.0,0.0,0.0,0.26079928976924793,194560,760,0.3914367821459707,0.748766447368421,40,1.0
237,3,0.015738374071823234,1.0,1.0,0.7290964226973684,0.9213265953906489,0.6717359248352678,0.04948993281547078,0.19276315789473683,0.5796153941048697,0.11172849373205712,0.036884858102023015,0.07814041940789473,0,0.0,0,0.0037544438076637515,0.14059871902297202,0.07202256164562545,0.01969364492222667,0.2424878483307073,0.00641847893221941,37504,0.6788342576791809,0.0366536728449558,0.2630656687635007,0.0,0.0,0.0,0.0,1512.0,126.0,5.489936903119087,40.920516438782215,23388.159750938416,38871.502133369446,0.0,0.0,0.0,0.0,0.0,0.0,0.24248784921671215,194560,760,0.3654412732116486,0.6907997532894737,40,1.0
238,3,0.015260256148185278,1.0,1.0,0.7314350328947369,0.9075465084519512,0.6638113102630565,0.046158811355953254,0.1874280427631579,0.5514254891747529,0.10335260016574083,0.03705363808212018,0.08113692434210526,0,0.0,0,0.003988344294071124,0.14343584026945264,0.07717547534572843,0.02093812097746291,0.2525937422655223,0.007055961378807153,36466,0.6118301979926507,0.03672312747098898,0.30348748417303817,0.0,0.0,0.0,0.0,2010.0,232.0,10.79094822704792,67.41352114081383,20385.216516971588,49539.11906719208,0.0,0.0,0.0,0.0,0.0,0.0,0.2525937428207774,194560,760,0.4265348911677536,0.8109015213815789,40,1.0
239,3,0.01478868936066642,1.0,1.0,0.7175729851973685,0.9148767511766301,0.6564908414294846,0.04819784671111081,0.19625822368421053,0.5669256037020368,0.11126381194366045,0.03864970650082748,0.08616879111842106,0,0.0,0,0.0035995888194616113,0.1475340255781224,0.07949085843406226,0.019479814286490805,0.2574936941569238,0.007389407038786693,38184,0.6141839513932538,0.03657657934940959,0.3454915028125263,0.0,0.0,0.0,0.0,965.0,100.0,5.000544518232346,31.971410781145096,21511.035476207733,49937.72323799133,0.0,0.0,0.0,0.0,0.0,0.0,0.2574936936658464,194560,760,0.3914873405898872,0.7348221628289474,40,1.0
240,3,0.014323725421878951,1.0,1.0,0.7147615131578947,0.915810693265626,0.6545862368847194,0.054428768219230206,0.2019788240131579,0.573798927262281,0.11589523254844704,0.038155935680199614,0.08325966282894737,0,0.0,0,0.00373471144416008,0.14959215600239603,0.07813586569391191,0.019681717112268272,0.2582491790942042,0.007104728841467908,39297,0.6671247168995089,0.036697205092365806,0.3887395330218428,0.0,0.0,0.0,0.0,2100.0,120.0,7.032873839139938,85.45288999378681,24181.333559036255,44734.54816150665,0.0,0.0,0.0,0.0,0.0,0.0,0.2582491785287857,194560,760,0.36829087959700507,0.6982935855263158,40,1.0
241,3,0.013865415320358428,1.0,1.0,0.7401110197368421,0.914141798102858,0.6765664183779767,0.04220852388963593,0.18004214638157895,0.5425770625443568,0.0976867389178982,0.03501230844933736,0.07984683388157894,0,0.0,0,0.0034491031418407434,0.14017485935044915,0.07661752464911459,0.02141749012431032,0.24826048383783353,0.006601506572118715,35029,0.5868566045276771,0.03639835094248778,0.43288336709117226,0.0,0.0,0.0,0.0,1211.0,113.0,6.877307876944542,52.775214456021786,18647.691707611084,48976.24559593201,0.0,0.0,0.0,0.0,0.0,0.0,0.24826048343001228,194560,760,0.42534805510781315,0.7961400082236842,40,1.0
242,3,0.013413809314972196,1.0,1.0,0.7333316200657894,0.9088748856033043,0.6665066922965802,0.04280853613745421,0.1874486019736842,0.5555164473528139,0.1041307814296727,0.035600186326222395,0.07921977796052632,0,0.0,0,0.00315036399008118,0.13911807828239706,0.07304277689147153,0.020897144565456792,0.24270592101573896,0.00649755728633241,36470,0.6275843158760626,0.03649015395264876,0.4775675848247425,0.0,0.0,0.0,0.0,1338.0,93.0,5.50132492184639,64.17140826582909,20770.165630340576,46331.69500923157,0.0,0.0,0.0,0.0,0.0,0.0,0.24270592121113288,194560,760,0.40165117337907613,0.7594058388157895,40,1.0
243,3,0.012968956929407856,1.0,1.0,0.7295538651315789,0.9159170807770997,0.6682108464209657,0.04647676280675162,0.18991056743421053,0.5625029154703218,0.10682524786036658,0.03710125920326008,0.08053556743421053,0,0.0,0,0.0038121210071135705,0.14348394510973442,0.075911016691182,0.02003629592884528,0.2505588278499138,0.007315449113038516,36949,0.6337654604996076,0.03667615629536541,0.5224324151752573,0.0,0.0,0.0,0.0,1617.0,348.0,30.04543161392212,80.172925978899,21573.2179107666,47196.979926109314,0.0,0.0,0.0,0.0,0.0,0.0,0.2505588268174937,194560,760,0.39964005204015657,0.7579564144736842,40,1.0
244,3,0.012530906946742542,1.0,1.0,0.7171977796052632,0.9095236003184463,0.6523083066469745,0.05492381928549883,0.202734375,0.5748099117319672,0.11653372819878553,0.03752649237499817,0.08006784539473684,0,0.0,0,0.004485967593140423,0.1456926254261481,0.07750551366786423,0.02167962329364137,0.2566285188563588,0.0072647888755646385,39444,0.6826386776189027,0.03681662813515255,0.5671166329088276,0.0,0.0,0.0,0.0,2164.0,253.0,24.012541592121124,134.2444378361106,24941.25544166565,42781.904911994934,0.0,0.0,0.0,0.0,0.0,0.0,0.2566285188652967,194560,760,0.3696088581493026,0.7143708881578947,40,1.0
245,3,0.012099707404093205,1.0,1.0,0.7428042763157895,0.9119274477268433,0.6773836078612427,0.04628394576169453,0.18201583059210527,0.5577536735155493,0.10151999815073061,0.03549655180326418,0.07517989309210527,0,0.0,0,0.0031739505614448143,0.13655602244268122,0.06880318120514092,0.021912011153211716,0.23708985963876136,0.006644694276282711,35413,0.6588540931296416,0.0369289044339798,0.6112604669781572,0.0,0.0,0.0,0.0,1025.0,69.0,4.821802839636803,62.937126241624355,21533.346457481384,40121.01144695282,0.0,0.0,0.0,0.0,0.0,0.0,0.23708985952758474,194560,760,0.3937865184129853,0.7578536184210526,40,1.0
246,3,0.011675405587348866,1.0,1.0,0.70966796875,0.9137185949006028,0.648436819252215,0.050976790004949035,0.20501130756578947,0.5676502950134056,0.11637472922080441,0.04003503661553719,0.08532072368421052,0,0.0,0,0.003770330271551134,0.14757879733255036,0.07597301797451157,0.01916566632393944,0.25381496662000963,0.007327154717457138,39887,0.6727254493945396,0.036695043987741593,0.6545084971874737,0.0,0.0,0.0,0.0,1417.0,93.0,8.719521157443523,95.1223576515913,24623.84876060486,44999.43123817444,0.0,0.0,0.0,0.0,0.0,0.0,0.2538149665845068,194560,760,0.37741813930241686,0.7139597039473684,40,1.0
247,3,0.011258048025985219,1.0,1.0,0.7440018503289474,0.9115574231735145,0.6782004095221821,0.03964421870677095,0.17809416118421054,0.5355514137879078,0.0953785798095755,0.03508456566579346,0.0779039884868421,0,0.0,0,0.0035214750468807515,0.1366887254493409,0.07350031798092746,0.02219396395118613,0.24273360258352017,0.0068291201551849215,34650,0.6015584415584415,0.0363461868396323,0.6965125158269618,0.0,0.0,0.0,0.0,842.0,118.0,11.406046003103256,55.499823577702045,18931.995797634125,47395.82547664642,0.0,0.0,0.0,0.0,0.0,0.0,0.24273360297083854,194560,760,0.43419143784987296,0.830309416118421,40,1.0
248,3,0.010847680487962004,1.0,1.0,0.7122944078947369,0.9139705732389953,0.6510161282984834,0.053349523187467926,0.20274979440789473,0.5657811858105406,0.114712019102942,0.0412618759682549,0.08495579769736843,0,0.0,0,0.0037453601620463335,0.15204900083573242,0.08071987014508954,0.02171770462080052,0.26565874631561825,0.007426810551949434,39447,0.6368038127107258,0.036523169558495286,0.7369343312364993,0.0,0.0,0.0,0.0,1564.0,137.0,13.748968467116356,116.9681258648634,23211.616238594055,49179.24365234375,0.0,0.0,0.0,0.0,0.0,0.0,0.2656587455813822,194560,760,0.3804647060601335,0.7405838815789474,40,1.0
249,3,0.010444347974704237,1.0,1.0,0.7397203947368421,0.9109953060224363,0.6738818073743268,0.045207003345345394,0.1831517269736842,0.5515496247196235,0.10101726627908647,0.03686219978844747,0.07712787828947368,0,0.0,0,0.003642776426797929,0.14175082292701852,0.07427720835456919,0.020773823310277967,0.2471003437380147,0.006655712719351102,35634,0.6132626143570747,0.03653662578741971,0.7754484907260513,0.0,0.0,0.0,0.0,767.0,108.0,11.711068019270897,55.68295456469059,19939.30152821541,46586.97084617615,0.0,0.0,0.0,0.0,0.0,0.0,0.24710034289838453,194560,760,0.41654910649123944,0.7881013569078947,40,1.0
250,3,0.010048094716167116,1.0,1.0,0.7364617598684211,0.9110890621399724,0.6709822541004733,0.045347003323503915,0.18480160361842105,0.5479958356927058,0.10127050921222881,0.037271148839346624,0.07873663651315789,0,0.0,0,0.0035483215163510883,0.14146489952935984,0.07309347181826045,0.022209033983710567,0.24702602756249498,0.006710300714813025,35955,0.6119593936865526,0.036646601665568976,0.8117449009293667,0.0,0.0,0.0,0.0,759.0,79.0,8.06370709091425,59.021544724702835,20060.39187002182,46350.20371055603,0.0,0.0,0.0,0.0,0.0,0.0,0.2470260272782884,194560,760,0.4154703938255185,0.7890059621710527,40,1.0
251,3,0.00965896416598578,1.0,1.0,0.713121916118421,0.9179703189349869,0.654624752778756,0.049266067762418014,0.20124897203947367,0.5624635813078225,0.11319521754784019,0.03960827047397432,0.08562911184210527,0,0.0,0,0.003906369855739238,0.1517435476379959,0.0796691855624024,0.0204079097803486,0.26380053863815484,0.00807352580166863,39155,0.6166773081343379,0.03649691767794521,0.8455313244934324,0.0,0.0,0.0,0.0,719.0,106.0,13.912583753466606,51.27457644790411,22143.430646896362,51064.55945396423,0.0,0.0,0.0,0.0,0.0,0.0,0.2638005386645857,194560,760,0.38463067249640037,0.7355725740131579,40,1.0
252,3,0.009276998996710233,1.0,1.0,0.7524928042763158,0.9152730312590382,0.6887363699705977,0.037632296080884864,0.17196751644736843,0.5316340715517893,0.09142379094356377,0.0339081716919808,0.07553967927631579,0,0.0,0,0.003309041826172401,0.13873207970081192,0.07165241611655801,0.020814660358193675,0.24118065446830433,0.00667245646656834,33458,0.5571462729392074,0.03637592490566404,0.8765357330018054,0.0,0.0,0.0,0.0,256.0,119.0,14.5863326638937,12.735464870929718,16726.554481983185,50379.37584114075,0.0,0.0,0.0,0.0,0.0,0.0,0.24118065525238452,194560,760,0.4473707091651465,0.83876953125,40,1.0
253,3,0.008902241095125591,1.0,1.0,0.7333573190789474,0.9249785279935574,0.6783397734949463,0.04427503658899743,0.1882606907894737,0.5784184272807147,0.1088934526852283,0.0373290051945093,0.07838199013157894,0,0.0,0,0.003447420679003699,0.14278338675534255,0.06976421738018919,0.019007717976836782,0.24213000798375056,0.007127265192378361,36628,0.6565469040078629,0.036708307839733986,0.9045084971874737,0.0,0.0,0.0,0.0,617.0,40.0,5.046271026134491,59.06488108634949,22003.572761535645,41602.447410583496,0.0,0.0,0.0,0.0,0.0,0.0,0.2421300078987291,194560,760,0.36100066612033466,0.6804790296052632,40,1.0
254,3,0.008534731557658892,1.0,1.0,0.7424547697368421,0.9182739000069822,0.681776836985036,0.04043846830333534,0.18031455592105264,0.5566505451484021,0.10037219585164597,0.03489834868202084,0.07723067434210526,0,0.0,0,0.003955159067118075,0.14314309549763016,0.07240003349112445,0.020550681338890604,0.24699357331315314,0.006944603918389859,35082,0.602217661478821,0.03667162753347503,0.929224396800933,0.0,0.0,0.0,0.0,557.0,114.0,15.245722398161888,42.041216641664505,19229.4097533226,47013.817014694214,0.0,0.0,0.0,0.0,0.0,0.0,0.2469935732844629,194560,760,0.39625906961921015,0.7608809621710526,40,1.0
